TAIR ENTREZID
AT3G11940 820367
AT3G11945 5007993
AT3G11950 820368
AT3G11960 820369
AT3G11964 820370
AT3G11980 820372
AT3G11990 820373
AT3G12000 820374
AT3G12010 820375
AT3G12020 820376
AT3G12030 820377
AT3G12040 820378
AT3G12050 820379
AT3G12060 820380
AT3G12070 820381
AT3G12080 820382
AT3G12090 820383
AT3G12100 820384
AT3G12110 820385
AT3G12120 820387
AT3G12130 820388
AT3G12140 820389
AT3G12145 820391
AT3G12150 820392
AT3G12160 820393
AT3G12170 820394
AT3G12180 820395
AT3G12190 820396
AT3G12200 820397
AT3G12203 820399
AT3G12210 820401
AT3G12220 820402
AT3G12230 820403
AT3G12240 820404
AT3G12250 820405
AT3G12260 820406
AT3G12270 820407
AT3G12280 820408
AT3G12290 820409
AT3G12300 820410
AT3G12320 820411
AT3G12340 820412
AT3G12345 3768848
AT3G12350 820413
AT3G12360 820414
AT3G12370 820415
AT3G12380 820416
AT3G12390 820418
AT3G12400 820419
AT3G12410 820420
AT3G12420 820421
AT3G12430 820422
AT3G12440 820423
AT3G12460 820425
AT3G12470 820426
AT3G12480 820427
AT3G12490 820428
AT3G12500 820429
AT3G12510 820430
AT3G12520 820431
AT3G12530 820432
AT3G12540 820433
AT3G12545 820434
AT3G12550 820435
AT3G12560 820436
AT3G12570 820437
AT3G12580 820438
AT3G12587 6240849
AT3G12590 820439
AT3G12600 820440
AT3G12610 820441
AT3G12620 820442
AT3G12630 820443
AT3G12640 820444
AT3G12650 820445
AT3G12670 820447
AT3G12660 820446
AT3G12680 820448
AT3G12685 820449
AT3G12690 820450
AT3G12700 820452
AT3G12710 820453
AT3G12720 820454
AT3G12730 820455
AT3G12740 820456
AT3G12750 820457
AT3G12760 820458
AT3G12770 820459
AT3G12775 820460
AT3G12780 820461
AT3G12800 820462
AT3G12810 820463
AT3G12820 820464
AT3G12830 820465
AT3G12833 NA
AT3G12835 6240815
AT3G12840 28719266
AT3G12850 820467
AT3G12860 820468
AT3G12870 820470
AT3G12880 820471
AT3G12890 820472
AT3G12900 820473
AT3G12910 820475
AT3G12915 3768815
AT3G12920 820477
AT3G12930 820478
AT3G12940 820479
AT3G12950 820480
AT3G12955 820481
AT3G12960 820482
AT3G12970 820483
AT3G12977 3768816
AT3G12980 820484
AT3G12990 820485
AT3G13000 820486
AT3G13010 820487
AT3G13020 820488
AT3G13030 820489
AT3G13040 820490
AT3G13050 820491
AT3G13060 820492
AT3G13062 820493
AT3G13065 820494
AT3G13070 820495
AT3G13075 NA
AT3G13080 820496
AT3G13090 820497
AT3G13100 820498
AT3G13110 820499
AT3G13120 820500
AT3G13130 820501
AT3G13140 820502
AT3G13150 820503
AT3G13160 820505
AT3G13170 820506
AT3G13175 820507
AT3G13180 820508
AT3G13190 820509
AT3G13200 820510
AT3G13210 820511
AT3G13220 820512
AT3G13222 820513
AT3G13224 820515
AT3G13227 820516
AT3G13225 820517
AT3G13226 820518
AT3G13228 820519
AT3G13229 820520
AT3G13230 820521
AT3G13235 820522
AT3G13240 820523
AT3G13275 820527
AT3G13276 NA
AT3G13280 820528
AT3G13290 820529
AT3G13300 820530
AT3G13310 820531
AT3G13320 820532
AT3G13330 820533
AT3G13340 820534
AT3G13350 820535
AT3G13360 820536
AT3G13370 820537
AT3G13380 820538
AT3G13390 820539
AT3G13400 820540
AT3G13404 7922349
AT3G13403 3768875
AT3G13410 820541
AT3G13420 820542
AT3G13430 820543
AT3G13432 5007996
AT3G13433 7922438
AT3G13435 820544
AT3G13437 5007997
AT3G13440 820545
AT3G13445 820546
AT3G13450 820547
AT3G13460 820548
AT3G13470 820549
AT3G13480 820550
AT3G13490 820551
AT3G13500 820552
AT3G13510 820553
AT3G13520 820554
AT3G13530 820555
AT3G13540 820556
AT3G13550 820557
AT3G13560 820558
AT3G13570 820559
AT3G13580 820560
AT3G13590 820561
AT3G13600 820562
AT3G13610 820564
AT3G13620 820565
AT3G13630 820567
AT3G13640 820568
AT3G13650 820569
AT3G13660 820570
AT3G13662 820571
AT3G13670 820572
AT3G13672 820573
AT3G13674 820574
AT3G13677 820575
AT3G13680 820576
AT3G13682 820577
AT3G13690 820578
AT3G13700 820579
AT3G13710 NA
AT3G13720 820581
AT3G13730 820582
AT3G13740 820583
AT3G13750 820584
AT3G13760 820585
AT3G13770 820586
AT3G13772 820587
AT3G13780 820588
AT3G13782 820589
AT3G13784 820590
AT3G13790 820591
AT3G13800 820592
AT3G13810 820593
AT3G13820 820594
AT3G13830 820595
AT3G13840 820596
AT3G13845 820597
AT3G13850 820598
AT3G13857 2745883
AT3G13860 820599
AT3G13870 820600
AT3G13880 820601
AT3G13882 3768810
AT3G13890 820602
AT3G13898 10723043
AT3G13900 820603
AT3G13910 820604
AT3G13920 820605
AT3G13930 820606
AT3G13940 820607
AT3G13950 820608
AT3G13960 820609
AT3G13970 820611
AT3G13980 820612
AT3G13990 820613
AT3G14000 820614
AT3G14010 820615
AT3G14020 820616
AT3G14030 820617
AT3G14040 820618
AT3G14050 820619
AT3G14060 820620
AT3G14067 820621
AT3G14070 820622
AT3G14075 820623
AT3G14080 820624
AT3G14090 820625
AT3G14100 820626
AT3G14110 820628
AT3G14120 820629
AT3G14130 820630
AT3G14140 820631
AT3G14150 820632
AT3G14160 820633
AT3G14170 820634
AT3G14172 5007999
AT3G14180 820635
AT3G14190 820636
AT3G14200 820637
AT3G14205 820638
AT3G14210 820639
AT3G14220 820640
AT3G14225 820641
AT3G14230 820643
AT3G14240 820644
AT3G14250 820645
AT3G14260 820646
AT3G14270 820647
AT3G14280 820648
AT3G14290 820649
AT3G14300 820650
AT3G14310 820651
AT3G14320 820652
AT3G14330 820653
AT3G14340 820654
AT3G14350 820655
AT3G14360 820657
AT3G14362 5008002
AT3G14370 820658
AT3G14380 820659
AT3G14390 820660
AT3G14395 820661
AT3G14400 820662
AT3G14410 820663
AT3G14415 820664
AT3G14420 820665
AT3G14430 820666
AT3G14440 820667
AT3G14450 820668
AT3G14452 6241000
AT3G14460 820669
AT3G14463 NA
AT3G14467 NA
AT3G14470 820670
AT3G14480 820671
AT3G14490 820672
AT3G14510 820674
AT3G14520 820677
AT3G14530 820678
AT3G14540 820680
AT3G14550 820681
AT3G14560 820682
AT3G14570 820683
AT3G14580 820684
AT3G14590 820685
AT3G14595 820686
AT3G14600 820688
AT3G14610 820689
AT3G14620 820690
AT3G14630 820691
AT3G14640 820692
AT3G14650 820693
AT3G14660 820694
AT3G14670 820695
AT3G14680 820696
AT3G14690 820697
AT3G14700 820698
AT3G14710 820699
AT3G14720 820700
AT3G14730 820701
AT3G14740 820702
AT3G14750 820703
AT3G14760 820704
AT3G14770 820705
AT3G14780 820706
AT3G14790 820707
AT3G14810 820710
AT3G14820 820711
AT3G14830 820712
AT3G14840 820713
AT3G14850 820714
AT3G14860 820715
AT3G14870 820716
AT3G14880 820717
AT3G14890 820718
AT3G14900 820719
AT3G14910 820720
AT3G14920 820721
AT3G14930 820722
AT3G14940 820723
AT3G14950 820724
AT3G14960 820725
AT3G14970 820726
AT3G14980 820727
AT3G14981 6240376
AT3G14990 820728
AT3G15000 820729
AT3G15010 820730
AT3G15020 820731
AT3G15030 820732
AT3G15040 820733
AT3G15050 820734
AT3G15060 820735
AT3G15070 820736
AT3G15080 820738
AT3G15090 820739
AT3G15095 820740
AT3G15110 820741
AT3G15111 6240852
AT3G15115 820742
AT3G15120 820743
AT3G15130 820744
AT3G15140 820745
AT3G15150 820746
AT3G15160 820747
AT3G15170 820748
AT3G15180 820749
AT3G15190 820750
AT3G15200 820751
AT3G15210 820752
AT3G15220 820753
AT3G15240 820755
AT3G15250 820756
AT3G15251 6240708
AT3G15260 820757
AT3G15270 820758
AT3G15280 820759
AT3G15290 820760
AT3G15300 820761
AT3G15340 820765
AT3G15350 820766
AT3G15354 820767
AT3G15359 6241143
AT3G15356 820768
AT3G15351 820769
AT3G15358 2745884
AT3G15352 820770
AT3G15353 820771
AT3G15355 820772
AT3G15357 820774
AT3G15360 820775
AT3G15370 820776
AT3G15380 820777
AT3G15390 820778
AT3G15395 2745885
AT3G15400 820779
AT3G15410 820780
AT3G15420 820781
AT3G15430 820782
AT3G15440 820783
AT3G15450 820784
AT3G15460 820785
AT3G15470 820786
AT3G15480 820787
AT3G15490 820788
AT3G15500 820789
AT3G15510 820790
AT3G15518 6240745
AT3G15520 820791
AT3G15530 820792
AT3G15534 28719274
AT3G15540 820793
AT3G15548 6241436
AT3G15550 820794
AT3G15570 820797
AT3G15580 820798
AT3G15578 6240768
AT3G15590 820799
AT3G15605 820802
AT3G15604 6240398
AT3G15610 820803
AT3G15620 820804
AT3G15630 820805
AT3G15635 NA
AT3G15640 820806
AT3G15650 820808
AT3G15660 820809
AT3G15670 820810
AT3G15680 820811
AT3G15690 820812
AT3G15700 820813
AT3G15710 820814
AT3G15720 820815
AT3G15730 820816
AT3G15740 820817
AT3G15750 820818
AT3G15760 820819
AT3G15770 820820
AT3G15780 820821
AT3G15790 820822
AT3G15800 820823
AT3G15810 820824
AT3G15820 820825
AT3G15830 820826
AT3G15840 820827
AT3G15850 820828
AT3G15860 820829
AT3G15870 820830
AT3G15880 820831
AT3G15890 820832
AT3G15900 820833
AT3G15909 6240621
AT3G15910 820834
AT3G15920 820835
AT3G15930 820836
AT3G15940 820838
AT3G15950 820839
AT3G15960 820840
AT3G15970 820841
AT3G15980 820842
AT3G15990 820844
AT3G16000 820845
AT3G16010 820846
AT3G16020 820847
AT3G16030 820848
AT3G16040 820849
AT3G16050 820850
AT3G16060 820851
AT3G16070 820852
AT3G16080 820853
AT3G16090 820854
AT3G16100 820855
AT3G16110 820856
AT3G16117 6241188
AT3G16120 820857
AT3G16130 820858
AT3G16140 820859
AT3G16150 820860
AT3G16160 820861
AT3G16170 820862
AT3G16175 820863
AT3G16180 820864
AT3G16190 820865
AT3G16200 820866
AT3G16210 820867
AT3G16220 820868
AT3G16230 820869
AT3G16240 820870
AT3G16250 820871
AT3G16260 820872
AT3G16270 820873
AT3G16280 820874
AT3G16290 820876
AT3G16300 820877
AT3G16310 820878
AT3G16320 820879
AT3G16330 820880
AT3G16340 820881
AT3G16350 820882
AT3G16360 820883
AT3G16370 820884
AT3G16380 820885
AT3G16390 820886
AT3G16400 820887
AT3G16410 820888
AT3G16420 820890
AT3G16430 820891
AT3G16432 6240880
AT3G16440 820892
AT3G16450 820893
AT3G16460 820894
AT3G16470 820895
AT3G16480 820896
AT3G16490 820897
AT3G16500 820898
AT3G16510 820899
AT3G16520 820900
AT3G16525 NA
AT3G16530 820901
AT3G16540 820902
AT3G16550 820903
AT3G16555 820904
AT3G16560 820905
AT3G16565 820906
AT3G16570 820907
AT3G16580 820908
AT3G16590 820910
AT3G16600 820911
AT3G16610 820912
AT3G16620 820913
AT3G16630 820915
AT3G16640 820916
AT3G16650 820917
AT3G16660 820918
AT3G16670 820919
AT3G16680 820920
AT3G16690 820921
AT3G16700 820922
AT3G16710 820923
AT3G16712 6240279
AT3G16720 820924
AT3G16730 820925
AT3G16740 820926
AT3G16750 820927
AT3G16760 820928
AT3G16770 820929
AT3G16780 820931
AT3G16785 820932
AT3G16800 820933
AT3G16810 820934
AT3G16820 820935
AT3G16830 820936
AT3G16840 820937
AT3G16850 820938
AT3G16857 820940
AT3G16860 820941
AT3G16870 820942
AT3G16880 820943
AT3G16890 820944
AT3G16895 2745886
AT3G16900 820945
AT3G16910 820946
AT3G16920 820947
AT3G16930 820948
AT3G16940 820950
AT3G16950 820951
AT3G16960 820952
AT3G16970 820953
AT3G16980 820954
AT3G16990 820955
AT3G17000 820956
AT3G17010 820957
AT3G17020 820958
AT3G17030 820959
AT3G17040 820961
AT3G17060 820963
AT3G17070 820964
AT3G17080 820965
AT3G17090 820966
AT3G17100 820967
AT3G17120 820969
AT3G17130 820970
AT3G17140 820971
AT3G17150 820972
AT3G17152 5008004
AT3G17155 3768820
AT3G17160 820973
AT3G17170 820974
AT3G17180 820975
AT3G17190 820976
AT3G17205 820979
AT3G17210 820980
AT3G17220 820981
AT3G17225 820982
AT3G17227 NA
AT3G17230 820983
AT3G17240 820984
AT3G17250 820986
AT3G17261 6240342
AT3G17265 820988
AT3G17270 820990
AT3G17280 820991
AT3G17300 820993
AT3G17310 820994
AT3G17320 820995
AT3G17330 820996
AT3G17340 820997
AT3G17350 820998
AT3G17360 820999
AT3G17365 821000
AT3G17370 821001
AT3G17380 821002
AT3G17390 821003
AT3G17400 821004
AT3G17410 821005
AT3G17420 821006
AT3G17430 821007
AT3G17440 821008
AT3G17450 821009
AT3G17460 821010
AT3G17465 821011
AT3G17470 821012
AT3G17480 821013
AT3G17490 821014
AT3G17500 821015
AT3G17510 821016
AT3G17520 821017
AT3G17530 821019
AT3G17540 821020
AT3G17550 821021
AT3G17560 821022
AT3G17570 821023
AT3G17580 821024
AT3G17590 821025
AT3G17600 821026
AT3G17609 821027
AT3G17611 821028
AT3G17620 821029
AT3G17626 6240906
AT3G17630 821030
AT3G17640 821031
AT3G17650 821032
AT3G17655 NA
AT3G17660 821033
AT3G17668 5008005
AT3G17670 821034
AT3G17675 5008006
AT3G17680 821035
AT3G17690 821036
AT3G17700 821037
AT3G17710 821038
AT3G17712 7922332
AT3G17717 NA
AT3G17720 821040
AT3G17730 821041
AT3G17740 821042
AT3G17750 821043
AT3G17760 821044
AT3G17765 NA
AT3G17770 821045
AT3G17780 821046
AT3G17790 821047
AT3G17800 821048
AT3G17810 821049
AT3G17820 821050
AT3G17830 821051
AT3G17840 821053
AT3G17850 821054
AT3G17860 821055
AT3G17880 821056
AT3G17890 821057
AT3G17900 821058
AT3G17910 821310
AT3G17920 819843
AT3G17930 819775
AT3G17940 820642
AT3G17950 820807
AT3G17970 819660
AT3G17980 821323
AT3G18000 821324
AT3G18010 821325
AT3G18020 821326
AT3G18030 821327
AT3G18035 821328
AT3G18040 821329
AT3G18050 821330
AT3G18060 821331
AT3G18070 821332
AT3G18080 821333
AT3G18090 821334
AT3G18100 821335
AT3G18110 821336
AT3G18120 821337
AT3G18130 821338
AT3G18140 821339
AT3G18160 821342
AT3G18165 821343
AT3G18170 821344
AT3G18180 821345
AT3G18190 821346
AT3G18200 821347
AT3G18210 821348
AT3G18215 821349
AT3G18220 821350
AT3G18230 821351
AT3G18235 7922446
AT3G18240 821352
AT3G18250 821353
AT3G18260 821354
AT3G18270 821355
AT3G18280 821356
AT3G18282 7922437
AT3G18290 821357
AT3G18291 6241372
AT3G18295 821358
AT3G18300 821359
AT3G18310 821360
AT3G18320 821361
AT3G18330 821362
AT3G18340 821363
AT3G18350 821364
AT3G18360 821365
AT3G18370 821366
AT3G18380 821367
AT3G18390 821368
AT3G18400 821369
AT3G18410 821370
AT3G18420 821371
AT3G18430 821372
AT3G18440 821373
AT3G18450 821374
AT3G18460 821375
AT3G18470 821376
AT3G18480 821377
AT3G18485 821378
AT3G18490 821379
AT3G18500 821380
AT3G18510 821381
AT3G18518 5008008
AT3G18520 821382
AT3G18524 821383
AT3G18530 821384
AT3G18535 5008009
AT3G18550 821386
AT3G18560 821387
AT3G18570 821388
AT3G18580 821389
AT3G18590 821390
AT3G18600 821391
AT3G18610 821392
AT3G18620 821393
AT3G18630 821394
AT3G18640 821395
AT3G18650 821396
AT3G18660 821397
AT3G18670 821398
AT3G18680 821399
AT3G18690 821400
AT3G18700 821401
AT3G18710 821402
AT3G18715 28719283
AT3G18720 821403
AT3G18730 821404
AT3G18740 821405
AT3G18750 821406
AT3G18760 821407
AT3G18770 821408
AT3G18773 821409
AT3G18775 NA
AT3G18780 821411
AT3G18790 821412
AT3G18800 821413
AT3G18810 821414
AT3G18820 821415
AT3G18830 821416
AT3G18840 821417
AT3G18850 821418
AT3G18860 821419
AT3G18870 821420
AT3G18880 821421
AT3G18890 821422
AT3G18900 821423
AT3G18905 NA
AT3G18910 821424
AT3G18930 821425
AT3G18915 NA
AT3G18940 821426
AT3G18950 821427
AT3G18957 7922549
AT3G18960 821429
AT3G18970 821430
AT3G18980 821431
AT3G18990 821432
AT3G19000 821433
AT3G19010 821434
AT3G19020 821435
AT3G19030 821436
AT3G19035 6240966
AT3G19040 821437
AT3G19050 821439
AT3G19055 821440
AT3G19070 821441
AT3G19080 821442
AT3G19085 821443
AT3G19090 821444
AT3G19100 821445
AT3G19120 821446
AT3G19130 821447
AT3G19140 821448
AT3G19150 821449
AT3G19160 821450
AT3G19170 821451
AT3G19180 821452
AT3G19184 3768753
AT3G19190 821453
AT3G19200 821454
AT3G19210 821455
AT3G19220 821456
AT3G19230 821457
AT3G19240 821458
AT3G19250 821459
AT3G19260 821460
AT3G19270 821461
AT3G19274 28719287
AT3G19280 821462
AT3G19290 821463
AT3G19300 821464
AT3G19310 821465
AT3G19320 821466
AT3G19330 821467
AT3G19340 821468
AT3G19350 821469
AT3G19360 821470
AT3G19370 821471
AT3G19380 821472
AT3G19390 821473
AT3G19400 821474
AT3G19410 821475
AT3G19420 821476
AT3G19430 821477
AT3G19440 821478
AT3G19450 821479
AT3G19460 821480
AT3G19470 821481
AT3G19480 821482
AT3G19490 821483
AT3G19500 821484
AT3G19508 5008013
AT3G19510 821485
AT3G19515 821486
AT3G19520 821488
AT3G19530 821489
AT3G19540 821490
AT3G19550 821491
AT3G19552 NA
AT3G19553 821492
AT3G19560 821493
AT3G19565 NA
AT3G19570 821494
AT3G19580 821495
AT3G19590 821496
AT3G19595 6241385
AT3G19600 821497
AT3G19610 821498
AT3G19613 NA
AT3G19615 5008014
AT3G19620 821499
AT3G19630 821500
AT3G19640 821501
AT3G19650 821502
AT3G19660 28719291
AT3G19663 28719292
AT3G19670 821504
AT3G19680 821505
AT3G19690 821506
AT3G19700 821507
AT3G19710 821508
AT3G19720 821509
AT3G19740 821511
AT3G19760 821513
AT3G19770 821514
AT3G19780 821515
AT3G19790 821516
AT3G19800 821517
AT3G19810 821518
AT3G19820 821519
AT3G19830 821520
AT3G19840 821521
AT3G19850 821522
AT3G19860 821523
AT3G19870 821524
AT3G19880 821525
AT3G19890 821526
AT3G19895 821527
AT3G19900 821528
AT3G19910 821529
AT3G19920 821530
AT3G19930 821531
AT3G19940 821532
AT3G19950 821533
AT3G19960 821534
AT3G19970 821535
AT3G19980 821536
AT3G19990 821537
AT3G20000 821538
AT3G20010 821539
AT3G20015 821540
AT3G20020 821541
AT3G20030 821542
AT3G20040 821543
AT3G20050 821544
AT3G20060 821545
AT3G20070 821546
AT3G20080 821548
AT3G20090 821552
AT3G20100 821553
AT3G20110 821554
AT3G20120 821555
AT3G20130 821556
AT3G20140 821557
AT3G20150 821558
AT3G20155 821559
AT3G20160 821560
AT3G20170 821561
AT3G20180 821562
AT3G20190 821563
AT3G20200 821564
AT3G20210 821565
AT3G20220 821566
AT3G20230 821567
AT3G20240 821568
AT3G20250 821569
AT3G20260 821570
AT3G20270 821571
AT3G20280 821572
AT3G20290 821573
AT3G20300 821574
AT3G20310 821575
AT3G20320 821576
AT3G20330 821577
AT3G20340 821578
AT3G20350 821579
AT3G20360 821580
AT3G20362 821581
AT3G20370 821582
AT3G20380 821583
AT3G20390 821584
AT3G20395 5008015
AT3G20400 821585
AT3G20410 821586
AT3G20420 821587
AT3G20430 821588
AT3G20440 821589
AT3G20450 821590
AT3G20460 821591
AT3G20470 3768804
AT3G20475 821593
AT3G20480 821594
AT3G20490 821595
AT3G20500 821596
AT3G20510 821597
AT3G20520 821598
AT3G20530 821599
AT3G20540 821600
AT3G20550 821601
AT3G20555 821602
AT3G20557 3768762
AT3G20560 821603
AT3G20570 821604
AT3G20580 821605
AT3G20590 821606
AT3G20600 821607
AT3G20610 821608
AT3G20620 821609
AT3G20630 821610
AT3G20640 821611
AT3G20650 821612
AT3G20660 821613
AT3G20670 821614
AT3G20680 821615
AT3G20690 821616
AT3G20700 821617
AT3G20710 821619
AT3G20720 821620
AT3G20730 821621
AT3G20740 821622
AT3G20750 821623
AT3G20760 821624
AT3G20770 821625
AT3G20780 821626
AT3G20790 821627
AT3G20800 821628
AT3G20810 821629
AT3G20820 821630
AT3G20830 821631
AT3G20840 821632
AT3G20850 821633
AT3G20860 821634
AT3G20865 821635
AT3G20870 821636
AT3G20880 821637
AT3G20890 821638
AT3G20898 7922426
AT3G20900 821639
AT3G20910 821640
AT3G20920 821641
AT3G20930 821642
AT3G20935 3768880
AT3G20940 821644
AT3G20950 821645
AT3G20960 821646
AT3G20970 821647
AT3G20980 821649
AT3G20993 3768793
AT3G20997 3768794
AT3G21000 821651
AT3G21055 821657
AT3G21060 821658
AT3G21070 821659
AT3G21080 821660
AT3G21090 821661
AT3G21100 821662
AT3G21110 821663
AT3G21120 821664
AT3G21130 821665
AT3G21140 821666
AT3G21150 821667
AT3G21160 821668
AT3G21165 NA
AT3G21170 821669
AT3G21175 821670
AT3G21180 821671
AT3G21190 821672
AT3G21200 821673
AT3G21210 821674
AT3G21215 821675
AT3G21220 821676
AT3G21230 821677
AT3G21240 821678
AT3G21250 821679
AT3G21260 821680
AT3G21270 821681
AT3G21280 821682
AT3G21290 821683
AT3G21295 5008017
AT3G21300 821684
AT3G21305 NA
AT3G21310 821685
AT3G21320 821686
AT3G21330 821687
AT3G21340 821688
AT3G21350 821689
AT3G21351 10723059
AT3G21352 5008018
AT3G21360 821690
AT3G21370 821691
AT3G21371 6240550
AT3G21380 821692
AT3G21390 821693
AT3G21400 821694
AT3G21405 NA
AT3G21410 821695
AT3G21420 821696
AT3G21430 821697
AT3G21450 821699
AT3G21460 5008019
AT3G21465 821700
AT3G21470 821701
AT3G21473 NA
AT3G21480 821702
AT3G21490 821703
AT3G21500 821704
AT3G21510 821705
AT3G21520 821706
AT3G21530 821707
AT3G21540 821708
AT3G21550 821709
AT3G21560 821710
AT3G21570 821711
AT3G21580 821712
AT3G21590 821713
AT3G21600 821714
AT3G21610 821715
AT3G21620 821716
AT3G21630 821717
AT3G21640 821718
AT3G21650 821719
AT3G21660 821720
AT3G21670 821721
AT3G21680 28719297
AT3G21690 821723
AT3G21700 821724
AT3G21710 821725
AT3G21720 821726
AT3G21730 821727
AT3G21740 821728
AT3G21750 821729
AT3G21760 821730
AT3G21770 821731
AT3G21780 821732
AT3G21790 821733
AT3G21800 821734
AT3G21810 821735
AT3G21820 821736
AT3G21825 NA
AT3G21830 821737
AT3G21840 821738
AT3G21850 821739
AT3G21860 821740
AT3G21865 821741
AT3G21870 821742
AT3G21880 821743
AT3G21890 821744
AT3G21900 821745
AT3G21910 821746
AT3G21920 821747
AT3G21930 821748
AT3G21940 821751
AT3G21945 3768886
AT3G21950 821753
AT3G21960 821754
AT3G21970 821756
AT3G21980 821757
AT3G21990 821759
AT3G22000 821760
AT3G22010 821761
AT3G22020 821762
AT3G22022 6240882
AT3G22030 821763
AT3G22040 821764
AT3G22050 821765
AT3G22053 3768889
AT3G22057 3768890
AT3G22060 821768
AT3G22070 821769
AT3G22080 821770
AT3G22085 NA
AT3G22090 821771
AT3G22100 821772
AT3G22104 821773
AT3G22110 821774
AT3G22120 821775
AT3G22125 NA
AT3G22142 5008021
AT3G22150 821779
AT3G22160 821780
AT3G22170 821781
AT3G22180 821782
AT3G22190 821783
AT3G22183 6240265
AT3G22200 821784
AT3G22210 821785
AT3G22220 821786
AT3G22230 821787
AT3G22231 821788
AT3G22235 821791
AT3G22240 821794
AT3G22250 821795
AT3G22260 821796
AT3G22270 821797
AT3G22275 5008022
AT3G22290 821798
AT3G22300 821799
AT3G22310 821800
AT3G22320 821801
AT3G22330 821802
AT3G22333 NA
AT3G22337 NA
AT3G22345 6240903
AT3G22350 821804
AT3G22360 821805
AT3G22370 821806
AT3G22380 821807
AT3G22400 821808
AT3G22410 821809
AT3G22415 2745889
AT3G22420 821810
AT3G22421 821811
AT3G22425 821812
AT3G22430 821813
AT3G22436 6240392
AT3G22440 821815
AT3G22450 821816
AT3G22460 821817
AT3G22470 821818
AT3G22480 821819
AT3G22490 821820
AT3G22500 821821
AT3G22510 821822
AT3G22520 821823
AT3G22530 821824
AT3G22540 821825
AT3G22550 821826
AT3G22560 821828
AT3G22565 NA
AT3G22570 821829
AT3G22580 821830
AT3G22590 821831
AT3G22600 821832
AT3G22620 821833
AT3G22630 821834
AT3G22640 821835
AT3G22650 821836
AT3G22660 821837
AT3G22680 821839
AT3G22670 821838
AT3G22690 821840
AT3G22700 821841
AT3G22710 821842
AT3G22720 821843
AT3G22723 6240579
AT3G22730 821844
AT3G22740 821845
AT3G22750 821846
AT3G22760 821847
AT3G22770 821848
AT3G22780 821849
AT3G22790 821850
AT3G22800 821851
AT3G22810 821852
AT3G22820 821853
AT3G22830 821854
AT3G22840 821855
AT3G22845 821856
AT3G22850 821857
AT3G22860 821858
AT3G22870 821859
AT3G22880 821860
AT3G22890 821861
AT3G22900 821862
AT3G22910 821863
AT3G22920 821864
AT3G22930 821865
AT3G22935 NA
AT3G22940 821866
AT3G22942 825532
AT3G22950 821868
AT3G22960 821870
AT3G22961 6241387
AT3G22970 821871
AT3G22980 821872
AT3G22990 821873
AT3G23000 821874
AT3G23010 821875
AT3G23020 821876
AT3G23030 821877
AT3G23050 821879
AT3G23060 821880
AT3G23070 821881
AT3G23080 821882
AT3G23090 821884
AT3G23100 821885
AT3G23110 821886
AT3G23120 821887
AT3G23122 NA
AT3G23123 NA
AT3G23130 821888
AT3G23140 821889
AT3G23145 3768905
AT3G23150 821891
AT3G23160 821892
AT3G23165 3768906
AT3G23167 3768907
AT3G23170 821893
AT3G23172 821894
AT3G23175 821895
AT3G23180 821896
AT3G23190 821897
AT3G23200 821898
AT3G23210 821899
AT3G23220 821900
AT3G23230 821901
AT3G23240 821902
AT3G23245 821903
AT3G23250 821904
AT3G23255 5008023
AT3G23260 821905
AT3G23270 821906
AT3G23280 821907
AT3G23290 821908
AT3G23300 821910
AT3G23310 821911
AT3G23320 821912
AT3G23325 821913
AT3G23330 821914
AT3G23340 821915
AT3G23350 821916
AT3G23360 821917
AT3G23370 821918
AT3G23380 821919
AT3G23390 821920
AT3G23400 821921
AT3G23410 821922
AT3G23420 821923
AT3G23430 821924
AT3G23440 28719309
AT3G23450 3768908
AT3G23460 821927
AT3G23470 821928
AT3G23480 821929
AT3G23490 821930
AT3G23510 821931
AT3G23530 821932
AT3G23540 821933
AT3G23550 821934
AT3G23560 821935
AT3G23570 821936
AT3G23580 821937
AT3G23590 821938
AT3G23600 821939
AT3G23605 821940
AT3G23610 821941
AT3G23620 821942
AT3G23630 821943
AT3G23633 6240682
AT3G23635 28719310
AT3G23637 5008025
AT3G23640 821944
AT3G23650 821945
AT3G23660 821946
AT3G23670 821947
AT3G23680 821948
AT3G23685 821949
AT3G23690 821950
AT3G23700 821951
AT3G23710 821952
AT3G23715 3768909
AT3G23727 3768911
AT3G23730 821955
AT3G23740 821956
AT3G23750 821957
AT3G23760 821958
AT3G23770 821959
AT3G23780 821960
AT3G23790 821961
AT3G23800 821962
AT3G23805 821963
AT3G23810 821964
AT3G23820 821965
AT3G23830 821966
AT3G23840 821967
AT3G23860 821969
AT3G23870 821970
AT3G23880 821971
AT3G23890 821972
AT3G23900 821973
AT3G23910 821974
AT3G23920 821975
AT3G23930 821976
AT3G23940 821977
AT3G23950 821978
AT3G23955 3768912
AT3G23960 821980
AT3G23970 821981
AT3G23980 821982
AT3G23990 821983
AT3G24000 821984
AT3G24010 821986
AT3G24020 821987
AT3G24030 821988
AT3G24040 821989
AT3G24050 821990
AT3G24060 821991
AT3G24065 821992
AT3G24068 3768914
AT3G24070 821993
AT3G24080 821994
AT3G24090 821995
AT3G24093 3768915
AT3G24100 821996
AT3G24110 821997
AT3G24120 821998
AT3G24130 821999
AT3G24140 822000
AT3G24150 822001
AT3G24160 822002
AT3G24170 822003
AT3G24180 822004
AT3G24190 822005
