TAIR ENTREZID
AT1G31120 839997
AT1G31130 839998
AT1G31140 839999
AT1G31150 840000
AT1G31160 840001
AT1G31163 840002
AT1G31170 840004
AT1G31175 840005
AT1G31180 840006
AT1G31190 840007
AT1G31200 840008
AT1G31220 840010
AT1G31230 840011
AT1G31240 840012
AT1G31243 NA
AT1G31250 840013
AT1G31255 NA
AT1G31260 840014
AT1G31270 840015
AT1G31280 840016
AT1G31290 840017
AT1G31300 840018
AT1G31310 840019
AT1G31320 840020
AT1G31330 840021
AT1G31335 840022
AT1G31340 840023
AT1G31350 840024
AT1G31360 840026
AT1G31370 840027
AT1G31380 840028
AT1G31390 840029
AT1G31400 840030
AT1G31410 840031
AT1G31420 840032
AT1G31430 840033
AT1G31440 840034
AT1G31450 840035
AT1G31460 840036
AT1G31470 840037
AT1G31480 840038
AT1G31490 840039
AT1G31500 840040
AT1G31510 840041
AT1G31520 840042
AT1G31530 840043
AT1G31540 840044
AT1G31550 840045
AT1G31555 NA
AT1G31580 840047
AT1G31600 840048
AT1G31620 840049
AT1G31630 840050
AT1G31640 840051
AT1G31650 840052
AT1G31660 840053
AT1G31670 840054
AT1G31690 840056
AT1G31710 840058
AT1G31720 840059
AT1G31730 840060
AT1G31740 840061
AT1G31750 840062
AT1G31760 840063
AT1G31770 840064
AT1G31772 3766871
AT1G31780 840065
AT1G31790 840066
AT1G31800 840067
AT1G31810 840068
AT1G31812 840069
AT1G31814 840070
AT1G31817 840071
AT1G31820 840072
AT1G31830 840073
AT1G31835 2745771
AT1G31840 840074
AT1G31850 840075
AT1G31860 840076
AT1G31870 840077
AT1G31880 840078
AT1G31885 840079
AT1G31910 840081
AT1G31920 840082
AT1G31930 840083
AT1G31940 840084
AT1G31950 840085
AT1G31960 840086
AT1G31970 840087
AT1G31990 840088
AT1G32000 840091
AT1G32010 840092
AT1G32020 840093
AT1G32030 840094
AT1G32050 840097
AT1G32060 840098
AT1G32070 840099
AT1G32080 840100
AT1G32090 840101
AT1G32100 840102
AT1G32120 840104
AT1G32127 NA
AT1G32130 840105
AT1G32140 840106
AT1G32150 840107
AT1G32160 840108
AT1G32170 840109
AT1G32180 840110
AT1G32190 840111
AT1G32200 840112
AT1G32210 840113
AT1G32220 840114
AT1G32225 7922346
AT1G32230 840115
AT1G32240 840116
AT1G32250 840117
AT1G32260 840118
AT1G32270 840119
AT1G32280 840120
AT1G32300 840122
AT1G32310 840123
AT1G32320 840124
AT1G32330 840125
AT1G32337 3766877
AT1G32340 840126
AT1G32350 840127
AT1G32360 840128
AT1G32361 6240625
AT1G32370 840129
AT1G32375 840130
AT1G32380 840131
AT1G32400 840133
AT1G32410 840134
AT1G32415 840135
AT1G32420 840136
AT1G32430 840137
AT1G32440 840138
AT1G32450 840139
AT1G32460 840140
AT1G32470 840141
AT1G32480 840142
AT1G32490 840143
AT1G32500 840144
AT1G32510 840145
AT1G32520 840146
AT1G32530 840147
AT1G32540 840148
AT1G32550 840149
AT1G32560 840150
AT1G32570 840151
AT1G32575 NA
AT1G32580 840152
AT1G32583 3766880
AT1G32585 840153
AT1G32600 840155
AT1G32610 840156
AT1G32630 840157
AT1G32640 840158
AT1G32650 28717290
AT1G32660 840160
AT1G32690 840163
AT1G32700 840164
AT1G32710 840165
AT1G32720 840166
AT1G32730 840167
AT1G32740 840168
AT1G32750 840169
AT1G32760 840170
AT1G32763 3766883
AT1G32770 840171
AT1G32780 840172
AT1G32790 840173
AT1G32810 840175
AT1G32850 840179
AT1G32860 840180
AT1G32870 840181
AT1G32880 840182
AT1G32900 840184
AT1G32910 840185
AT1G32920 28717292
AT1G32928 3766886
AT1G32930 840187
AT1G32940 840188
AT1G32950 840189
AT1G32960 840190
AT1G32970 840191
AT1G32975 840192
AT1G32980 840193
AT1G32990 840194
AT1G33010 840196
AT1G33020 840197
AT1G33030 840198
AT1G33040 840199
AT1G33050 840200
AT1G33055 840201
AT1G33060 840202
AT1G33070 840203
AT1G33080 840204
AT1G33090 840205
AT1G33100 840206
AT1G33102 6241127
AT1G33110 840207
AT1G33120 840208
AT1G33140 840211
AT1G33170 840213
AT1G33220 840216
AT1G33230 840217
AT1G33240 840218
AT1G33250 840219
AT1G33260 840220
AT1G33265 840221
AT1G33270 840222
AT1G33280 840223
AT1G33290 840224
AT1G33320 840226
AT1G33330 840227
AT1G33340 840228
AT1G33350 840229
AT1G33355 NA
AT1G33360 840230
AT1G33390 840232
AT1G33400 840233
AT1G33410 840234
AT1G33420 840235
AT1G33430 840236
AT1G33440 840237
AT1G33470 840240
AT1G33475 840241
AT1G33480 840242
AT1G33490 840243
AT1G33500 840244
AT1G33520 840246
AT1G33530 840247
AT1G33540 840248
AT1G33560 840250
AT1G33590 840253
AT1G33600 840254
AT1G33607 3766900
AT1G33610 840255
AT1G33612 10723140
AT1G33640 840256
AT1G33670 840258
AT1G33680 840259
AT1G33700 840261
AT1G33710 840262
AT1G33720 840263
AT1G33730 840264
AT1G33750 840266
AT1G33760 840267
AT1G33770 840268
AT1G33780 840269
AT1G33790 840271
AT1G33800 840272
AT1G33810 840273
AT1G33811 840274
AT1G33820 840277
AT1G33830 840278
AT1G33840 840280
AT1G33850 840281
AT1G33860 840283
AT1G33870 840284
AT1G33880 840285
AT1G33890 840286
AT1G33900 840287
AT1G33910 840288
AT1G33920 840289
AT1G33930 840290
AT1G33940 840291
AT1G33945 NA
AT1G33950 840292
AT1G33960 840293
AT1G33970 840294
AT1G33980 840295
AT1G33990 840296
AT1G34000 840297
AT1G34010 840298
AT1G34015 NA
AT1G34020 840299
AT1G34030 840300
AT1G34040 840301
AT1G34042 6241278
AT1G34046 7922353
AT1G34047 3766907
AT1G34049 NA
AT1G34050 840302
AT1G34060 840303
AT1G34065 840304
AT1G34070 840305
AT1G34095 840308
AT1G34110 840310
AT1G34120 840311
AT1G34130 840312
AT1G34140 840313
AT1G34150 840314
AT1G34160 840315
AT1G34170 840316
AT1G34180 840317
AT1G34190 840318
AT1G34200 840319
AT1G34210 840320
AT1G34220 840321
AT1G34245 840324
AT1G34260 840326
AT1G34270 840327
AT1G34290 840329
AT1G34300 840330
AT1G34310 840331
AT1G34315 840332
AT1G34317 NA
AT1G34320 840333
AT1G34340 840335
AT1G34350 840336
AT1G34355 840337
AT1G34360 840338
AT1G34370 840339
AT1G34380 840340
AT1G34390 840341
AT1G34400 840342
AT1G34403 NA
AT1G34410 840344
AT1G34420 840345
AT1G34430 840346
AT1G34440 840347
AT1G34460 840348
AT1G34470 840349
AT1G34480 840350
AT1G34490 840351
AT1G34500 840352
AT1G34510 840353
AT1G34520 840354
AT1G34540 840356
AT1G34550 840358
AT1G34560 840359
AT1G34570 840360
AT1G34575 840361
AT1G34580 840362
AT1G34630 840367
AT1G34640 840368
AT1G34650 840369
AT1G34670 840371
AT1G34750 840379
AT1G34760 840380
AT1G34770 840381
AT1G34780 840382
AT1G34790 840386
AT1G34792 5007753
AT1G34795 5007754
AT1G34800 5007755
AT1G34805 5007756
AT1G34807 NA
AT1G34810 5007757
AT1G34812 NA
AT1G34815 5007758
AT1G34817 NA
AT1G34820 5007759
AT1G34822 NA
AT1G34825 5007760
AT1G34827 NA
AT1G34830 5007761
AT1G34840 5007762
AT1G34850 5007763
AT1G34855 NA
AT1G34860 5007764
AT1G34910 840387
AT1G34930 5007765
AT1G35030 840388
AT1G35035 5007766
AT1G35040 840389
AT1G35140 840399
AT1G35150 840402
AT1G35160 840403
AT1G35170 840404
AT1G35180 840405
AT1G35181 6240905
AT1G35183 28717305
AT1G35190 840408
AT1G35210 840410
AT1G35215 NA
AT1G35220 840411
AT1G35230 840412
AT1G35240 840413
AT1G35242 28717308
AT1G35250 840414
AT1G35255 5007768
AT1G35260 840415
AT1G35290 840418
AT1G35310 840420
AT1G35320 840421
AT1G35330 840422
AT1G35340 840423
AT1G35350 840424
AT1G35353 NA
AT1G35365 840426
AT1G35375 840428
AT1G35400 840431
AT1G35410 840433
AT1G35420 840434
AT1G35430 840435
AT1G35435 3766944
AT1G35440 840436
AT1G35460 840438
AT1G35467 5007769
AT1G35470 840440
AT1G35490 840442
AT1G35500 840443
AT1G35510 840444
AT1G35515 840446
AT1G35516 5007770
AT1G35520 840447
AT1G35530 840448
AT1G35537 3766949
AT1G35540 840450
AT1G35550 840451
AT1G35560 840452
AT1G35580 840454
AT1G35610 840457
AT1G35614 840459
AT1G35617 840460
AT1G35620 840461
AT1G35625 840462
AT1G35630 840463
AT1G35660 840468
AT1G35670 840471
AT1G35680 840472
AT1G35710 840475
AT1G35720 840476
AT1G35730 840477
AT1G35750 840480
AT1G35780 840483
AT1G35820 840484
AT1G35830 840485
AT1G35850 840487
AT1G35860 840488
AT1G35880 840490
AT1G35890 840491
AT1G35895 NA
AT1G35910 840493
AT1G36000 840503
AT1G36005 NA
AT1G36020 840505
AT1G36030 840506
AT1G36050 840509
AT1G36060 840510
AT1G36070 840511
AT1G36078 5007771
AT1G36085 NA
AT1G36095 840514
AT1G36100 840515
AT1G36150 840520
AT1G36160 840521
AT1G36180 840522
AT1G36230 840529
AT1G36240 840530
AT1G36272 6241391
AT1G36280 840534
AT1G36310 840538
AT1G36320 840539
AT1G36325 NA
AT1G36340 840541
AT1G36370 840543
AT1G36380 840544
AT1G36390 840545
AT1G36510 840559
AT1G36580 840566
AT1G36622 5007772
AT1G36623 NA
AT1G36627 NA
AT1G36640 840572
AT1G36675 840576
AT1G36730 840582
AT1G36745 840584
AT1G36756 840586
AT1G36920 840600
AT1G36922 10723093
AT1G36925 840601
AT1G36940 840603
AT1G36942 6241160
AT1G36950 840604
AT1G36960 840605
AT1G36970 840606
AT1G36980 840608
AT1G36990 840609
AT1G37000 840610
AT1G37010 840611
AT1G37020 840613
AT1G37113 6240453
AT1G37130 840630
AT1G37140 840631
AT1G37150 840632
AT1G38065 840651
AT1G38131 840652
AT1G38790 840690
AT1G39060 NA
AT1G39070 NA
AT1G40083 3767141
AT1G40086 NA
AT1G40087 840721
AT1G40090 NA
AT1G40104 7922513
AT1G40129 840742
AT1G40390 840761
AT1G41820 840790
AT1G41830 840792
AT1G41880 840799
AT1G41920 840805
AT1G42080 840813
AT1G42190 840823
AT1G42430 840847
AT1G42440 840848
AT1G42470 840851
AT1G42480 840852
AT1G42525 6240585
AT1G42540 840859
AT1G42550 840860
AT1G42560 840861
AT1G42615 NA
AT1G42680 840876
AT1G42700 840881
AT1G42710 840883
AT1G42960 840894
AT1G42970 840895
AT1G42980 840896
AT1G42990 840897
AT1G43000 840898
AT1G43005 3767284
AT1G43010 840900
AT1G43020 840901
AT1G43040 28717322
AT1G43080 840907
AT1G43090 840908
AT1G43100 840909
AT1G43130 840912
AT1G43140 3767291
AT1G43145 3767292
AT1G43160 840915
AT1G43170 840916
AT1G43171 6241420
AT1G43190 840918
AT1G43245 840925
AT1G43260 840927
AT1G43310 840932
AT1G43320 840933
AT1G43330 840934
AT1G43415 840936
AT1G43560 840939
AT1G43580 840942
AT1G43600 840944
AT1G43605 NA
AT1G43610 840945
AT1G43620 840946
AT1G43630 840947
AT1G43640 840948
AT1G43650 840949
AT1G43665 840951
AT1G43666 2745804
AT1G43667 840952
AT1G43670 840953
AT1G43680 840955
AT1G43690 840956
AT1G43700 840957
AT1G43710 840958
AT1G43720 840960
AT1G43722 840961
AT1G43730 840963
AT1G43760 840968
AT1G43770 840971
AT1G43780 840974
AT1G43790 840976
AT1G43800 840977
AT1G43810 840978
AT1G43815 NA
AT1G43825 NA
AT1G43850 840981
AT1G43860 840982
AT1G43890 840987
AT1G43900 840989
AT1G43910 840990
AT1G43950 840994
AT1G43970 840996
AT1G43980 840997
AT1G44000 841000
AT1G44010 841001
AT1G44020 841002
AT1G44030 841003
AT1G44050 841006
AT1G44080 841010
AT1G44085 841011
AT1G44090 841012
AT1G44100 841013
AT1G44110 841014
AT1G44120 841015
AT1G44130 841016
AT1G44160 841019
AT1G44170 841020
AT1G44180 841021
AT1G44191 5007774
AT1G44224 5007775
AT1G44318 841025
AT1G44350 841026
AT1G44414 841028
AT1G44446 841029
AT1G44478 841030
AT1G44542 841032
AT1G44575 841033
AT1G44608 841034
AT1G44740 841038
AT1G44750 841039
AT1G44760 841040
AT1G44770 841041
AT1G44780 841042
AT1G44790 841043
AT1G44800 841044
AT1G44810 841045
AT1G44820 841046
AT1G44830 841047
AT1G44835 841048
AT1G44890 841055
AT1G44895 NA
AT1G44900 841056
AT1G44910 841057
AT1G44920 841058
AT1G44940 3767348
AT1G44941 6241409
AT1G44960 841061
AT1G44970 841062
AT1G44980 841063
AT1G44990 841064
AT1G45000 841065
AT1G45010 841066
AT1G45015 841067
AT1G45050 841072
AT1G45063 3767354
AT1G45100 841077
AT1G45110 841078
AT1G45130 841080
AT1G45145 841082
AT1G45150 841083
AT1G45160 841084
AT1G45163 10723049
AT1G45165 2745810
AT1G45170 841085
AT1G45180 841086
AT1G45190 841087
AT1G45191 841088
AT1G45201 841089
AT1G45207 841090
AT1G45215 5007778
AT1G45221 5007779
AT1G45223 5007780
AT1G45243 844573
AT1G45231 841092
AT1G45233 841093
AT1G45229 6240863
AT1G45248 841094
AT1G45249 841095
AT1G45230 841096
AT1G45332 841097
AT1G45403 841098
AT1G45474 841099
AT1G45545 841100
AT1G45616 841101
AT1G45688 841102
AT1G45976 841106
AT1G46264 841110
AT1G46336 841111
AT1G46408 841112
AT1G46480 841113
AT1G46696 841116
AT1G46768 841117
AT1G46840 841118
AT1G46912 841119
AT1G46984 841120
AT1G47056 841121
AT1G47128 841122
AT1G47130 NA
AT1G47200 841123
AT1G47210 841124
AT1G47220 841125
AT1G47230 841126
AT1G47240 841127
AT1G47250 841128
AT1G47260 841129
AT1G47265 6240711
AT1G47270 841130
AT1G47271 6241044
AT1G47278 5007783
AT1G47280 841131
AT1G47290 841132
AT1G47300 841133
AT1G47310 841134
AT1G47317 3767374
AT1G47330 841136
AT1G47340 841137
AT1G47350 841138
AT1G47370 841140
AT1G47380 841141
AT1G47389 7922448
AT1G47390 841142
AT1G47395 841143
AT1G47400 841144
AT1G47410 841146
AT1G47420 841147
AT1G47450 841151
AT1G47470 841154
AT1G47480 841155
AT1G47485 841156
AT1G47490 841157
AT1G47495 841158
AT1G47497 5007784
AT1G47500 841159
AT1G47510 841160
AT1G47530 841162
AT1G47540 841163
AT1G47550 841164
AT1G47560 841165
AT1G47570 841166
AT1G47578 10723096
AT1G47580 841167
AT1G47600 841169
AT1G47603 3767386
AT1G47610 841170
AT1G47620 841171
AT1G47640 841173
AT1G47655 841175
AT1G47657 NA
AT1G47660 841176
AT1G47670 841177
AT1G47680 841178
AT1G47690 28717334
AT1G47695 NA
AT1G47700 28717336
AT1G47710 841182
AT1G47720 841183
AT1G47730 841184
AT1G47740 841185
AT1G47750 841186
AT1G47760 841187
AT1G47765 841188
AT1G47770 841189
AT1G47780 841190
AT1G47786 841192
AT1G47790 841193
AT1G47800 841194
AT1G47810 841195
AT1G47813 841196
AT1G47820 841198
AT1G47830 841199
AT1G47840 841200
AT1G47845 NA
AT1G47870 841202
AT1G47885 841205
AT1G47890 841206
AT1G47900 841207
AT1G47915 841209
AT1G47920 841210
AT1G47940 841212
AT1G47960 841214
AT1G47970 841215
AT1G47980 841216
AT1G47990 841217
AT1G48000 841218
AT1G48010 841219
AT1G48020 841220
AT1G48030 841221
AT1G48040 841222
AT1G48050 841223
AT1G48060 841224
AT1G48070 841225
AT1G48090 841226
AT1G48095 841227
AT1G48100 841228
AT1G48110 841229
AT1G48120 841230
AT1G48130 841231
AT1G48140 841232
AT1G48145 841233
AT1G48150 841234
AT1G48160 841235
AT1G48170 841236
AT1G48175 841237
AT1G48180 841238
AT1G48190 841239
AT1G48195 2745816
AT1G48200 841240
AT1G48210 841241
AT1G48220 841242
AT1G48230 841243
AT1G48240 841244
AT1G48260 841246
AT1G48270 841247
AT1G48280 841248
AT1G48285 NA
AT1G48300 841250
AT1G48310 841251
AT1G48320 841252
AT1G48325 2745817
AT1G48330 841253
AT1G48350 841255
AT1G48355 NA
AT1G48360 841256
AT1G48370 841257
AT1G48380 841258
AT1G48390 841259
AT1G48400 841260
AT1G48405 841261
AT1G48410 841262
AT1G48420 841263
AT1G48430 841264
AT1G48440 841265
AT1G48450 841266
AT1G48460 841267
AT1G48470 841268
AT1G48480 841269
AT1G48490 841270
AT1G48500 841271
AT1G48510 841272
AT1G48520 841273
AT1G48530 841274
AT1G48540 841275
AT1G48550 841276
AT1G48560 841277
AT1G48570 841278
AT1G48580 841279
AT1G48590 841280
AT1G48600 841281
AT1G48605 2745818
AT1G48610 841282
AT1G48620 841283
AT1G48630 841284
AT1G48635 841285
AT1G48640 841286
AT1G48650 841287
AT1G48660 841288
AT1G48670 841289
AT1G48690 841291
AT1G48700 841292
AT1G48720 28717339
AT1G48725 NA
AT1G48730 841295
AT1G48740 841296
AT1G48745 5007786
AT1G48750 841297
AT1G48760 841298
AT1G48770 841299
AT1G48780 841300
AT1G48790 841301
AT1G48800 841302
AT1G48820 841304
AT1G48830 841305
AT1G48840 841306
AT1G48850 841307
AT1G48860 841308
AT1G48870 841309
AT1G48880 841310
AT1G48900 841312
AT1G48910 841313
AT1G48912 6241229
AT1G48920 841314
AT1G48930 841315
AT1G48940 841316
AT1G48950 841317
AT1G48953 6240581
AT1G48960 841318
AT1G48970 841319
AT1G48980 841320
AT1G48990 841321
AT1G49000 841322
AT1G49005 841323
AT1G49010 841324
AT1G49015 841325
AT1G49030 841326
AT1G49032 6240812
AT1G49040 841327
AT1G49050 841328
AT1G49100 841333
AT1G49110 841334
AT1G49120 841335
AT1G49130 841336
AT1G49140 841337
AT1G49150 841338
AT1G49160 841339
AT1G49170 841340
AT1G49180 841341
AT1G49190 841342
AT1G49200 841343
AT1G49205 NA
AT1G49210 841344
AT1G49220 841345
AT1G49225 NA
AT1G49230 841346
AT1G49240 841347
AT1G49245 841348
AT1G49250 841349
AT1G49260 841350
AT1G49270 841351
AT1G49290 841352
AT1G49300 841353
AT1G49310 841354
AT1G49320 841355
AT1G49330 841356
AT1G49340 841357
AT1G49350 841358
AT1G49360 841359
AT1G49380 841361
AT1G49390 841362
AT1G49400 841363
AT1G49405 841364
AT1G49410 841365
AT1G49420 841366
AT1G49430 841367
AT1G49435 3767415
AT1G49450 841369
AT1G49470 841370
AT1G49475 841371
AT1G49480 841372
AT1G49490 841373
AT1G49500 841374
AT1G49510 841375
AT1G49520 841376
AT1G49530 841377
AT1G49540 841378
AT1G49560 841380
AT1G49570 841381
AT1G49580 841382
AT1G49590 841383
AT1G49600 841384
AT1G49610 841385
AT1G49620 841386
AT1G49630 841387
AT1G49640 841388
AT1G49650 841389
AT1G49660 841390
AT1G49670 841391
AT1G49680 841392
AT1G49700 841393
AT1G49710 841394
AT1G49715 3767420
AT1G49720 841395
AT1G49730 841396
AT1G49740 841397
AT1G49750 841398
AT1G49760 841399
AT1G49770 841400
AT1G49780 841401
AT1G49790 841402
AT1G49800 841403
AT1G49810 841404
AT1G49820 841405
AT1G49830 841406
AT1G49840 841407
AT1G49850 841408
AT1G49860 841409
AT1G49870 841410
AT1G49880 841411
AT1G49890 841412
AT1G49900 841413
AT1G49910 841414
AT1G49920 841415
AT1G49930 841416
AT1G49940 841417
AT1G49950 841418
AT1G49960 841419
AT1G49970 841420
AT1G49975 841421
AT1G49980 841422
AT1G49990 841423
AT1G50000 841424
AT1G50010 841425
AT1G50020 841426
AT1G50030 841427
AT1G50040 841428
AT1G50050 841429
AT1G50060 841430
AT1G50080 841431
AT1G50090 841432
AT1G50110 841433
AT1G50120 841434
AT1G50140 841436
AT1G50160 841438
AT1G50170 841439
AT1G50180 841440
AT1G50190 3767425
AT1G50200 841442
AT1G50220 841444
AT1G50240 841446
AT1G50250 841447
AT1G50260 841448
AT1G50270 841449
AT1G50280 841450
AT1G50290 841451
AT1G50300 841452
AT1G50310 841453
AT1G50320 841454
AT1G50325 6240492
AT1G50340 841456
AT1G50350 841457
AT1G50360 841458
AT1G50370 841459
AT1G50380 841460
AT1G50390 841461
AT1G50400 841462
AT1G50410 841463
AT1G50420 841464
AT1G50430 841465
AT1G50440 841466
AT1G50450 841467
AT1G50460 841468
AT1G50470 841469
AT1G50480 841470
AT1G50490 841471
AT1G50500 841472
AT1G50510 841473
AT1G50520 841474
AT1G50530 841475
AT1G50560 841477
AT1G50570 841478
AT1G50575 841479
AT1G50580 841480
AT1G50590 841481
AT1G50600 841482
AT1G50610 841483
AT1G50620 841484
AT1G50630 841485
AT1G50640 841486
AT1G50650 841487
AT1G50660 841488
AT1G50670 841489
AT1G50680 841490
AT1G50690 841491
AT1G50700 841492
AT1G50710 841493
AT1G50720 841494
AT1G50730 841495
AT1G50732 10723115
AT1G50740 841496
AT1G50745 NA
AT1G50750 841497
AT1G50760 841498
AT1G50770 841499
AT1G50780 841500
AT1G50790 841501
AT1G50820 841504
AT1G50830 841505
AT1G50840 841506
AT1G50870 841509
AT1G50880 841510
AT1G50890 841511
AT1G50900 841512
AT1G50910 841513
AT1G50920 841514
AT1G50930 841515
AT1G50940 841516
AT1G50950 841517
AT1G50960 841518
AT1G50970 841519
AT1G50980 841520
AT1G50990 841521
AT1G51000 841522
AT1G51010 28717344
AT1G51020 10723108
AT1G51030 841524
AT1G51035 10723057
AT1G51040 841525
AT1G51055 841527
AT1G51060 841528
AT1G51070 841529
AT1G51080 841530
AT1G51090 841532
AT1G51100 841533
AT1G51110 841534
AT1G51120 841535
AT1G51130 841536
AT1G51140 841537
AT1G51150 841538
AT1G51160 841539
AT1G51170 841540
AT1G51172 3767434
AT1G51190 841542
AT1G51200 841543
AT1G51210 841544
AT1G51220 841545
AT1G51230 841546
AT1G51240 841547
AT1G51250 841548
AT1G51260 841549
AT1G51270 841550
AT1G51290 841552
AT1G51300 841553
AT1G51310 841554
AT1G51320 841555
AT1G51330 841556
AT1G51340 841557
AT1G51350 841558
AT1G51355 841559
AT1G51360 841560
AT1G51370 841561
AT1G51380 841562
AT1G51390 841563
AT1G51400 841564
AT1G51402 6241004
AT1G51405 841565
AT1G51410 841566
AT1G51420 841567
AT1G51430 841568
AT1G51440 841569
AT1G51450 841570
AT1G51460 841571
AT1G51470 841572
AT1G51480 841573
AT1G51490 841574
AT1G51500 841575
AT1G51510 841576
AT1G51520 841577
AT1G51530 841578
AT1G51538 5007789
AT1G51540 841579
AT1G51550 841580
AT1G51560 841581
AT1G51570 841582
AT1G51580 841583
AT1G51590 841584
AT1G51600 841585
AT1G51610 841586
AT1G51620 841587
AT1G51630 841588
AT1G51640 841589
AT1G51650 841590
AT1G51660 841591
AT1G51670 841592
AT1G51680 841593
AT1G51690 841594
AT1G51700 841595
AT1G51710 841596
AT1G51720 841597
AT1G51730 841598
AT1G51740 841599
AT1G51745 841600
AT1G51760 841602
AT1G51770 841603
AT1G51780 841604
AT1G51790 841605
AT1G51800 841606
AT1G51805 841607
AT1G51810 841608
AT1G51820 841609
AT1G51823 6241418
AT1G51830 841610
AT1G51840 841611
AT1G51850 841612
AT1G51860 841613
AT1G51870 841614
AT1G51880 841615
AT1G51890 841616
AT1G51900 841617
AT1G51910 841618
AT1G51913 5007791
AT1G51915 841619
AT1G51920 841620
AT1G51930 841621
AT1G51940 841622
AT1G51950 841623
AT1G51960 841624
AT1G51965 841625
AT1G51970 841626
AT1G51980 841627
AT1G51990 841628
AT1G52000 841629
AT1G52030 841632
AT1G52040 841633
AT1G52050 841634
AT1G52060 841635
AT1G52070 841636
AT1G52080 841637
AT1G52100 841640
AT1G52110 3767441
AT1G52120 841642
AT1G52130 841643
AT1G52140 841644
AT1G52150 841645
AT1G52155 841646
AT1G52160 841647
AT1G52180 841648
AT1G52190 841649
AT1G52191 6241250
AT1G52200 841650
AT1G52220 841652
AT1G52230 841653
AT1G52240 841654
AT1G52245 NA
AT1G52260 841656
AT1G52270 841657
AT1G52280 841658
AT1G52290 841659
AT1G52300 841660
AT1G52310 841661
AT1G52315 2745821
AT1G52320 841662
AT1G52325 841663
AT1G52330 841664
AT1G52340 841665
AT1G52342 28717346
AT1G52343 6241332
AT1G52360 841666
AT1G52370 841667
AT1G52380 841668
AT1G52390 841669
AT1G52400 841670
AT1G52410 841671
AT1G52415 841672
AT1G52420 841673
AT1G52430 841674
AT1G52440 841675
AT1G52450 841676
AT1G52460 841677
AT1G52470 841678
AT1G52490 841680
AT1G52495 NA
AT1G52500 841681
AT1G52510 841682
AT1G52520 841683
AT1G52530 841684
AT1G52540 841685
AT1G52550 841686
AT1G52560 841687
AT1G52565 841688
AT1G52570 841689
AT1G52580 841690
AT1G52590 841691
AT1G52600 841692
AT1G52603 NA
AT1G52618 5007794
AT1G52620 841694
AT1G52630 841695
AT1G52640 841696
AT1G52650 841697
AT1G52660 841698
AT1G52670 841699
AT1G52680 841700
AT1G52690 841701
AT1G52695 841702
AT1G52700 841703
AT1G52710 841704
AT1G52720 841705
AT1G52730 841706
AT1G52740 841707
AT1G52750 841708
AT1G52760 841709
AT1G52770 841710
AT1G52780 841711
AT1G52790 841712
AT1G52800 841713
AT1G52810 841714
AT1G52820 841715
AT1G52825 841716
AT1G52827 2745823
AT1G52830 841717
AT1G52857 5007795
AT1G52855 2745824
AT1G52870 841720
AT1G52880 841721
AT1G52890 841722
AT1G52900 841723
AT1G52905 2745825
AT1G52910 841724
AT1G52920 841725
AT1G52930 841726
AT1G52940 841727
AT1G52950 841728
AT1G52970 841730
AT1G52980 841731
AT1G52990 841732
AT1G53000 841733
AT1G53010 841734
AT1G53023 10723074
AT1G53025 10723113
AT1G53030 841736
AT1G53035 841737
AT1G53040 841738
AT1G53050 841739
AT1G53060 841740
AT1G53070 841741
AT1G53080 841742
AT1G53090 841743
AT1G53100 841744
AT1G53110 841745
AT1G53120 841746
AT1G53130 841747
AT1G53140 841748
AT1G53160 841749
AT1G53163 5007796
AT1G53165 841750
AT1G53170 841751
AT1G53180 841752
AT1G53190 841753
AT1G53200 841754
AT1G53210 841755
AT1G53230 841756
AT1G53240 841757
AT1G53250 841758
AT1G53260 841759
AT1G53265 841760
AT1G53270 841761
AT1G53280 841762
AT1G53282 5007798
AT1G53285 2745826
AT1G53290 841763
AT1G53300 841764
AT1G53310 841765
AT1G53320 841766
AT1G53325 841767
AT1G53330 841768
AT1G53340 841769
AT1G53345 841770
AT1G53350 841771
AT1G53360 841772
AT1G53366 6240615
AT1G53370 841773
AT1G53380 841774
AT1G53390 841775
AT1G53400 841776
AT1G53420 841777
AT1G53430 841778
AT1G53440 841779
AT1G53450 841780
AT1G53460 841781
AT1G53470 841782
AT1G53480 841783
AT1G53490 841784
AT1G53500 841785
AT1G53510 841786
AT1G53520 841787
AT1G53530 841788
AT1G53540 841789
AT1G53541 6240697
AT1G53542 6240718
AT1G53550 841790
AT1G53560 841791
AT1G53570 841792
AT1G53580 841793
AT1G53590 841794
AT1G53600 841795
AT1G53610 841796
AT1G53620 841797
AT1G53625 841798
AT1G53633 7922339
AT1G53635 5007799
AT1G53640 841800
AT1G53645 841801
AT1G53650 841802
AT1G53655 NA
AT1G53660 841803
AT1G53670 841804
AT1G53680 841805
AT1G53690 841806
AT1G53700 841807
AT1G53705 841808
AT1G53708 5007802
AT1G53710 841809
AT1G53720 841810
AT1G53730 841811
AT1G53750 841812
AT1G53760 841813
AT1G53770 841814
AT1G53780 841815
AT1G53790 841816
AT1G53800 841817
AT1G53815 2745828
AT1G53820 841819
AT1G53830 841820
AT1G53840 841821
AT1G53850 841822
AT1G53860 841823
AT1G53870 841824
AT1G53875 NA
AT1G53880 841825
AT1G53885 841826
AT1G53887 6240736
AT1G53890 841827
AT1G53900 841828
AT1G53903 6241094
AT1G53910 841829
AT1G53920 841830
AT1G53930 841831
AT1G53935 841832
AT1G53940 841833
AT1G53945 NA
